Billing Cycle,Enterprise Project,Enterprise Project ID,PayerAccount Name,Account Name,Service Type Code,Service Type,Resource Type Code,Resource Type,Product ID,Billing Mode,Bill Type,Resource ID,Resource Name,Resource Tag,SKU Code,Resource Specifications,Region Code,Region,AZ,Usage Type Code,Usage Type,Unit Price (USD),Unit,Usage,Usage Unit,Package Usage,Usage Type in Reserved Instances,List Price (USD),Discount (USD),Amount (USD),Cash Payment (USD),Cash Coupon Used (USD),Flexi-Purchase Coupon Used (USD),Monthly Settlement (USD),Written Off (USD),Order No./Transaction No.,Start Time,End Time,Spot Instance,Sub-resource ID,Sub-resource Name,Sub-resource Product Type,Sub-resource Product,Discount Type,Discount Subtype,Total Usage (Pricing Unit),Usage Unit (for Pricing),Package Usage (Pricing Unit),Usage in Reserved Instances (Pricing Unit),Conversion Factor,Combined Order No.,Amount Deducted from Savings Plan (USD),Savings Plan,Savings Plan Discount,Payment Option,Hourly Commitment (USD)
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","fda15579-ffe8-4a9f-af3d-bb35fa0fa7d2","TopupAPI_20250605-001",--,"private.image","private image|10.523861GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","fc3a82ea-22b9-47a0-8d1b-7b5df41f53b3","TopupAPI_20260120.004",--,"private.image","private image|15.690296GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","ee66901e-9314-4e87-9fbb-8af6cb50a77f","TopupAPI_20250828-001-001",--,"private.image","private image|14.391598GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","ee2a6823-4df1-484a-a63a-cfd2e4bbc0c1","TopupAPI_20241029.001",--,"private.image","private image|15.973625GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","e3358999-cbcd-499a-9116-5bf4a306ed77","Dev_20241101-001",--,"private.image","private image|64.3181GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","e2a249ca-aae6-4da2-a5a5-49ef6b29492b","Topup_20241011.001",--,"private.image","private image|7.733612GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","e277ac71-a510-42e3-84ad-d450149508ad","WORKER_W_SC_20241029.001",--,"private.image","private image|24.588879GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","df96f21b-1ea5-4692-8ff4-9536163c920d","TopupAPI_20251024-002",--,"private.image","private image|15.884186GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","deca4901-229b-47d8-a66d-ebb41aeab1a4","TopupAPI_20260311.001",--,"private.image","private image|15.714718GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","1595381.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/13/2026 12:50:19 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"443.1613888888","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","de8ec869-4d0f-4979-8087-7fb2115154d3","TopupAPI_20260310.001",--,"private.image","private image|15.709713GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","1774410.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/11/2026 11:06:30 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"492.8916666666","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","de3600fc-5607-417f-aee3-26c9545cecb3","TopupAPI_20260313.001",--,"private.image","private image|15.710934GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","1535070.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/14/2026 05:35:30 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"426.4083333333","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","dc95cc0a-4fbe-431f-9e8f-8bfa91d790a2","TopupAPI_20250912-001",--,"private.image","private image|14.767326GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","dc356705-cbd7-46f4-afb0-f8db875914da","TopupAPI_20241120-001",--,"private.image","private image|8.058502GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","da6c756a-89e1-4ffc-ac8e-3f70f36a708e","Topup_API_20241031-001",--,"private.image","private image|7.783947GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","d149a716-c62d-4a70-b96e-bdfdf8b78358","TopupAPI_20250924-001",--,"private.image","private image|15.136536GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","cdd06cfb-82ba-484e-8424-b6308c500976","TopupAPI_20260113.001",--,"private.image","private image|15.711601GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","cd7dd752-1f67-46f7-b4d2-33aa696d5773","TopupAPI_20251217.001",--,"private.image","private image|15.801666GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","cc8ffba3-f336-4933-955f-79396984e77f","copy_Garudaku_20241006.003",--,"private.image","private image|7.786274GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","c3af32a6-3711-4875-9aa0-c2db0f7618d8","TopupAPI_20241202-002",--,"private.image","private image|8.501144GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","bd24e6a0-157b-4adc-938a-050cb85d871e","Topup_Worker_20241031-001",--,"private.image","private image|22.504128GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","bcbba796-b8d2-42a0-b866-f6b37dec55ca","TopupAPI_20251028-001",--,"private.image","private image|15.86937GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","b88edd18-76c8-4526-a052-62e78db65163","TopupAPI_20250906-001",--,"private.image","private image|14.64529GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","b1b28e4b-8ee4-420c-a422-38d5b17e9c5d","TopupAPI_20251023-002",--,"private.image","private image|15.789604GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","af1db32f-526b-45cf-8d3a-8397a717391d","Topup_20241011.002",--,"private.image","private image|7.733547GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","aeedd7f2-ca19-439d-ac33-310d706cce84","TopupAPI_20251114.001",--,"private.image","private image|15.885609GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","aeed6ee3-6469-4499-b514-0ba9eb63fe39","TopupAPI_20260223.002",--,"private.image","private image|15.657974GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","ad3826e3-ef29-4bde-8653-1aae2623c2f0","TopupAPI_20260223.002.001",--,"private.image","private image|15.640491GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2276005.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/05/2026 15:46:35 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"632.2236111111","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","acae29be-f5a2-478b-946e-96e5d7101ae5","TopupAPI_20250819-001",--,"private.image","private image|14.095116GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","aa4f53b6-1b69-490b-b6b2-523832dfadaa","TopupAPI_20260211.001",--,"private.image","private image|15.679073GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","aa30bd7f-5160-4416-9fdb-9d2f95772b10","TopupAPI_20251212.001",--,"private.image","private image|15.798012GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","a8a0927a-689a-43f3-b23c-b2ce5004aaa9","Whitelist_20241101-001",--,"private.image","private image|9.339199GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","a3ae4227-8653-4449-a4ef-203233d29f3c","TopupAPI_20260220.002",--,"private.image","private image|15.665199GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","a0b85f29-dcfa-476a-8303-78e21bd11af1","TopupAPI_20250121-001",--,"private.image","private image|10.06683GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","a080e4f3-3436-48cd-b177-94975015e219","copy_Platform_20241006.003",--,"private.image","private image|13.270592GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","9c1c8431-1614-4a3d-9fb6-8ca4c0622139","TopupAPI_20251212.001",--,"private.image","private image|15.778805GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","9adbd5e1-2165-4471-86dd-c8073f178a6e","TopupAPI_20250920-001",--,"private.image","private image|14.970062GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","97f853ea-e82f-4237-ae9c-2007ff45882c","Worker_20250529-001",--,"private.image","private image|23.89716GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","97b42ea9-552b-446b-9b20-15ec70b6832b","TopupAPI_20260210.001",--,"private.image","private image|15.696274GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","9770cf6f-7aaf-455f-9d62-8a42076040e9","TopupAPI_20251212.001",--,"private.image","private image|15.809059GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","95e1c3df-7985-4331-bce2-337255a67f3e","TopupAPI_20250313-002",--,"private.image","private image|10.737083GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
"Mar 2026","default","0","garudaku_topup","garudaku_topup","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-52558-0--0","Pay-per-Use","Expenditure-use","91111f1a-6d55-4d3f-8361-301777fa1433","TopupAPI_20251128.001",--,"private.image","private image|16.022472GB","ap-southeast-3","AP-Singapore","AZ1","duration","Duration","0.00","Dollar/GB/Hour","2678400.000000","Second","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",--,"03/01/2026 00:00:00 GMT+08:00","04/01/2026 00:00:00 GMT+08:00","N",--,--,--,--,--,--,"744","Hour","0","0","3600",--,--,--,--,--,--
